employer,employer_rating,sector,industry,employer_founded,employer_revenue,job_title,location,min_salary,max_salary,average_base_salary,estimator
Scale AI,3.6,Information Technology,Enterprise Software & Network Solutions,2016.0,Unknown / Non-Applicable,Senior/Staff Machine Learning Research Scientist Generative AI,"San Francisco, CA",156000.0,223000.0,186916.0,Glassdoor
SpaceX,3.9,Aerospace & Defense,Aerospace & Defense,2002.0,Unknown / Non-Applicable,Sr. Data Scientist (Starlink Product),"Hawthorne, CA",160000.0,220000.0,190000.0,Employer
Eko Health,4.3,Healthcare,Health Care Services & Hospitals,2013.0,Unknown / Non-Applicable,#032 - Senior Data Scientist,"Emeryville, CA",187000.0,187000.0,186923.0,Employer
Microsoft,4.3,Information Technology,Computer Hardware Development,1975.0,$10+ billion (USD),Principal Machine Learning Engineer – Foundation Models – Microsoft Research,"Redmond, WA",134000.0,257000.0,195200.0,Employer
PIMCO,3.9,Financial Services,Investment & Asset Management,1971.0,Unknown / Non-Applicable,Artificial Intelligence,"Newport Beach, CA",160000.0,240000.0,200000.0,Employer
Recruiting From Scratch,4.0,Human Resources & Staffing,Staffing & Subcontracting,2019.0,$1 to $5 million (USD),"Staff/Principal ML Engineer, Applied Scientist","Torrance, CA",160000.0,220000.0,190000.0,Employer
NVIDIA,4.6,Information Technology,Computer Hardware Development,1993.0,$5 to $10 billion (USD),"Solutions Architect, Machine Learning","Santa Clara, CA",144000.0,224000.0,184125.0,Employer
"Advanced Micro Devices, Inc",4.1,Information Technology,Computer Hardware Development,1969.0,$10+ billion (USD),"Information Security Manager, AI Offensive Security, Red Team Lead","Santa Clara, CA",152000.0,231000.0,187464.0,Glassdoor
Afterpay,3.6,Information Technology,Internet & Web Services,2014.0,$5 to $10 billion (USD),Staff Data Scientist - Marketing,"San Francisco, CA",152000.0,209000.0,178156.0,Glassdoor
Apple,4.2,Information Technology,Computer Hardware Development,1976.0,$10+ billion (USD),"Machine Learning Engineer, Customer Systems, Early Career","Austin, TX",164000.0,216000.0,188108.0,Glassdoor
Atlassian,4.0,Information Technology,Software Development,2002.0,Unknown / Non-Applicable,Lead Principal Machine Learning Software Engineer,"San Francisco, CA",171000.0,230000.0,198343.0,Glassdoor
Peraton,3.6,Information Technology,Information Technology Support Services,2017.0,$5 to $10 billion (USD),Data Scientist- Mid,"Herndon, VA",146000.0,234000.0,190000.0,Employer
Walmart,3.4,Retail & Wholesale,General Merchandise & Superstores,1962.0,$10+ billion (USD),"(USA) Staff, Data Scientist","Sunnyvale, CA",143000.0,286000.0,214500.0,Employer
Apple,4.2,Information Technology,Computer Hardware Development,1976.0,$10+ billion (USD),AI/ML Wireless Systems Engineer,"Cupertino, CA",139000.0,257000.0,197700.0,Employer
Palo Alto Networks,4.1,Information Technology,Enterprise Software & Network Solutions,2005.0,$1 to $5 billion (USD),Principal Machine Learning Engineer (NLP),"Santa Clara, CA",147000.0,215000.0,180950.0,Employer
Booz Allen,4.2,Management & Consulting,Business Consulting,1914.0,$5 to $10 billion (USD),"Machine Learning Software Engineer, Lead","Arlington, VA",121000.0,275000.0,198100.0,Employer
Zillow,3.9,Information Technology,Internet & Web Services,2005.0,$1 to $5 billion (USD),Senior Data Scientist,Remote,147000.0,235000.0,191000.0,Employer
Cohere Health,3.3,Information Technology,Computer Hardware Development,2019.0,Unknown / Non-Applicable,"Manager, Machine Learning","Boston, MA",195000.0,195000.0,195000.0,Employer
Adobe,4.3,Information Technology,Computer Hardware Development,1982.0,$10+ billion (USD),Machine Learning Engineer,"San Jose, CA",135000.0,251000.0,193050.0,Employer
UiPath,4.0,Information Technology,Enterprise Software & Network Solutions,2005.0,Unknown / Non-Applicable,Senior Applied Scientist,"Bellevue, WA",162000.0,244000.0,202975.0,Employer
NVIDIA,4.6,Information Technology,Computer Hardware Development,1993.0,$5 to $10 billion (USD),Senior Generative-AI Software Engineer,"Santa Clara, CA",144000.0,270000.0,207125.0,Employer
Uber,3.9,Information Technology,Internet & Web Services,2009.0,$10+ billion (USD),Sr Machine Learning Engineer - GenAI,"San Francisco, CA",185000.0,185000.0,185000.0,Employer
"Summit Therapeutics Sub, Inc.",4.3,,,,,Principal Statistical Analyst,"Menlo Park, CA",175000.0,200000.0,187500.0,Employer
NinjaTech AI,3.5,,,,,Software Development Engineer - Autonomous AI Agents,"Mountain View, CA",165000.0,200000.0,182500.0,Employer
Snapchat,3.7,Information Technology,Computer Hardware Development,2011.0,Unknown / Non-Applicable,"Machine Learning Engineer, 5+ Years Experience","Los Angeles, CA",172000.0,257000.0,214500.0,Employer
Agtonomy,5.0,,,,Unknown / Non-Applicable,Software Engineer - Machine Learning and Infrastructure,"South San Francisco, CA",160000.0,220000.0,190000.0,Employer
SAP,4.3,Information Technology,Enterprise Software & Network Solutions,1972.0,$10+ billion (USD),Expert AI/ML Applied Scientist - Generative AI and Knowledge Graph,"Palo Alto, CA",158000.0,220000.0,186584.0,Glassdoor
State Street,3.5,Financial Services,Investment & Asset Management,1792.0,$10+ billion (USD),"IT Asset Management Data Architect, VP","Quincy, MA",140000.0,223000.0,181250.0,Employer
Pinterest,3.9,Information Technology,Internet & Web Services,2010.0,$100 to $500 million (USD),"Staff Machine Learning Engineer, Applied Science (Recommendation Systems)","San Francisco, CA",153000.0,221000.0,183906.0,Glassdoor
Microsoft,4.3,Information Technology,Computer Hardware Development,1975.0,$10+ billion (USD),Principal Artificial Intelligence (AI) Platform Architect,United States,134000.0,257000.0,195200.0,Employer
IBM,4.1,Information Technology,Information Technology Support Services,1911.0,$10+ billion (USD),Technical Sales Engineer- Data and AI Information Architecture,"Chicago, IL",162000.0,244000.0,203000.0,Employer
Adobe,4.3,Information Technology,Computer Hardware Development,1982.0,$10+ billion (USD),Senior Applied Scientist,"San Jose, CA",151000.0,284000.0,217550.0,Employer
Atlassian,4.0,Information Technology,Software Development,2002.0,Unknown / Non-Applicable,Principal Machine Learning Scientist at Loom,"San Francisco, CA",155000.0,208000.0,179757.0,Glassdoor
Hatch IT,5.0,,,2013.0,Unknown / Non-Applicable,AI Research Engineer,"San Francisco, CA",160000.0,250000.0,205000.0,Employer
FICO,4.0,Information Technology,Computer Hardware Development,1956.0,Unknown / Non-Applicable,"Principal Backend Engineer (C++, Python, AI/ML)",United States,147000.0,231000.0,189000.0,Employer
Splunk,3.9,Information Technology,Enterprise Software & Network Solutions,2003.0,$1 to $5 billion (USD),"Legal Counsel, Data Protection - Commercial Legal",California,184000.0,253000.0,218500.0,Employer
Connect Staffing and Consulting,4.4,Human Resources & Staffing,Staffing & Subcontracting,,Unknown / Non-Applicable,Senior Data & ML Scientist (NYC | Remote),"New York, NY",160000.0,250000.0,205000.0,Employer
Microsoft,4.3,Information Technology,Computer Hardware Development,1975.0,$10+ billion (USD),Principal Data Science Manager,"Redmond, WA",134000.0,257000.0,195200.0,Employer
Revolution Medicines,4.0,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,,$1 to $5 million (USD),Associate Principal Statistical Analyst,"Redwood City, CA",175000.0,210000.0,192500.0,Employer
Lyft,3.6,Information Technology,Computer Hardware Development,2012.0,Unknown / Non-Applicable,Data Scientist - Central Market Management,"San Francisco, CA",166000.0,211000.0,187493.0,Glassdoor
Coinbase,3.7,Information Technology,Internet & Web Services,2012.0,Unknown / Non-Applicable,"Senior Software Engineer, Machine Learning - Platform",Remote,181000.0,213000.0,196563.0,Employer
Autodesk,4.3,Information Technology,Enterprise Software & Network Solutions,1982.0,$5 to $10 billion (USD),"Principal Software Engineer, Data Pipelines - Generative AI","Boston, MA",161000.0,260000.0,210475.0,Employer
Microsoft,4.3,Information Technology,Computer Hardware Development,1975.0,$10+ billion (USD),Principal Artificial Intelligence (AI) Software Engineer,"Redmond, WA",134000.0,257000.0,195200.0,Employer
ZoomInfo Technologies LLC,3.8,Information Technology,Software Development,2007.0,$1 to $5 billion (USD),Manager Machine Learning/Data Science,"Waltham, MA",170000.0,220000.0,195000.0,Employer
Bolt Biotherapeutics,5.0,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,,Unknown / Non-Applicable,"Principal, Statistical Programming ~ SAS","Redwood City, CA",160000.0,200000.0,180000.0,Employer
Intuit,4.4,Information Technology,Software Development,1983.0,$10+ billion (USD),Group Manager - Software Engineering (Fullstack-AI/ML),"Mountain View, CA",187000.0,210000.0,197768.0,Glassdoor
CVS Health,3.1,Healthcare,Health Care Services & Hospitals,1963.0,$10+ billion (USD),"Lead Data Scientist, Retail Supply Chain","Woonsocket, RI",124000.0,247000.0,185786.0,Employer
Microsoft,4.3,Information Technology,Computer Hardware Development,1975.0,$10+ billion (USD),Applied Machine Learning Manager,"Redmond, WA",134000.0,257000.0,195200.0,Employer
Gopuff,2.9,Retail & Wholesale,Convenience Stores,2013.0,Unknown / Non-Applicable,Senior Data Scientist - Advertising Technology (AdTech),United States,148000.0,248000.0,197550.0,Employer
Splunk,3.9,Information Technology,Enterprise Software & Network Solutions,2003.0,$1 to $5 billion (USD),Sr. Technical Marketing Manager - Splunk AI (Remote),Colorado,159000.0,219000.0,189050.0,Employer
Simplelogix,3.9,Information Technology,Information Technology Support Services,,Unknown / Non-Applicable,VP of Data Science,Remote,170000.0,210000.0,190000.0,Employer
Credit Karma,4.3,Management & Consulting,Research & Development,2007.0,Unknown / Non-Applicable,Staff Data Scientist,"Oakland, CA",157000.0,210000.0,181394.0,Glassdoor
zvelo,3.9,Information Technology,Internet & Web Services,,Unknown / Non-Applicable,Senior AI Engineer,Oregon,160000.0,200000.0,180000.0,Employer
Meta,3.9,Information Technology,Internet & Web Services,2004.0,$10+ billion (USD),Machine Learning Systems Engineer,"Sunnyvale, CA",173000.0,249000.0,211000.0,Employer
Walmart,3.4,Retail & Wholesale,General Merchandise & Superstores,1962.0,$10+ billion (USD),"(USA) Staff, Data Scientist - Ad. Tech.","Sunnyvale, CA",143000.0,286000.0,214500.0,Employer
Samsung Electronics,3.6,Information Technology,Computer Hardware Development,1938.0,$10+ billion (USD),GPU Performance Engineer,"Austin, TX",144000.0,257000.0,200841.0,Employer
"Upstart Network, Inc.",3.7,Financial Services,Banking & Lending,2012.0,Unknown / Non-Applicable,"Manager, Machine Learning",United States,175000.0,242000.0,208450.0,Employer
MCG Health,4.7,Healthcare,Health Care Services & Hospitals,1988.0,Unknown / Non-Applicable,Staff Data Scientist,"Seattle, WA",153000.0,219000.0,186150.0,Employer
Orbis,4.0,Human Resources & Staffing,Staffing & Subcontracting,2013.0,$25 to $100 million (USD),Senior Machine Learning Engineer,"San Jose, CA",170000.0,190000.0,180000.0,Employer
Agero,3.2,Information Technology,Information Technology Support Services,1972.0,$500 million to $1 billion (USD),Principal Machine Learning Engineer,"San Francisco, CA",150000.0,215000.0,182500.0,Employer
Meta,3.9,Information Technology,Internet & Web Services,2004.0,$10+ billion (USD),"Software Engineer, Audio Applied Scientist - Reality Labs","Redmond, WA",177000.0,251000.0,214004.0,Employer
NVIDIA,4.6,Information Technology,Computer Hardware Development,1993.0,$5 to $10 billion (USD),"Senior Solutions Architect, Machine Learning","Durham, NC",144000.0,270000.0,207125.0,Employer
Apple,4.2,Information Technology,Computer Hardware Development,1976.0,$10+ billion (USD),"AIML - Applied ML Engineer, Health AI","Seattle, WA",132000.0,243000.0,187400.0,Employer
"Advanced Micro Devices, Inc",4.1,Information Technology,Computer Hardware Development,1969.0,$10+ billion (USD),Principal Machine Learning Compiler Engineer,"San Jose, CA",172000.0,217000.0,193244.0,Glassdoor
NVIDIA,4.6,Information Technology,Computer Hardware Development,1993.0,$5 to $10 billion (USD),"Solutions Architect, AI & ML Infrastructure","Redmond, WA",144000.0,224000.0,184125.0,Employer
Apple,4.2,Information Technology,Computer Hardware Development,1976.0,$10+ billion (USD),"Applied Scientist, Natural Language Generation, Input Experience","Seattle, WA",152000.0,268000.0,210300.0,Employer
NewsBreak,2.8,Information Technology,Internet & Web Services,2015.0,Unknown / Non-Applicable,"Machine Learning Engineer, NLP","Mountain View, CA",130000.0,260000.0,195000.0,Employer
Integral Ad Science,3.9,Information Technology,Internet & Web Services,2009.0,$100 to $500 million (USD),Staff Data Scientist,"San Francisco, CA",135000.0,232000.0,183388.0,Employer
Hewlett Packard,4.1,Information Technology,Computer Hardware Development,1939.0,Unknown / Non-Applicable,Machine Learning Engineer,"Spring, TX",144000.0,222000.0,182700.0,Employer
NVIDIA,4.6,Information Technology,Computer Hardware Development,1993.0,$5 to $10 billion (USD),Developer Advocate - Data Science,"Santa Clara, CA",140000.0,276000.0,208000.0,Employer
Leidos,3.8,Aerospace & Defense,Aerospace & Defense,1969.0,$10+ billion (USD),Data Strategist - IRAD,Remote,144000.0,261000.0,202575.0,Employer
Apple,4.2,Information Technology,Computer Hardware Development,1976.0,$10+ billion (USD),Machine Learning Operations Engineer,"Cupertino, CA",171000.0,257000.0,213600.0,Employer
JPMorgan Chase & Co,4.0,Financial Services,Banking & Lending,1799.0,$10+ billion (USD),Lead Applied Machine Learning Scientist,"Palo Alto, CA",147000.0,260000.0,203625.0,Employer
d-Matrix,5.0,,,,Unknown / Non-Applicable,AI Platform Applications Engineer - Tech Lead,"Santa Clara, CA",161000.0,260000.0,210500.0,Employer
Publicis Sapient,3.7,Management & Consulting,Business Consulting,1990.0,Unknown / Non-Applicable,"Director, Artificial Intelligence (AI) Product Management","Chicago, IL",162000.0,243000.0,202500.0,Employer
MixMode,5.0,Information Technology,Enterprise Software & Network Solutions,2012.0,Unknown / Non-Applicable,Sr. Machine Learning Engineer,Remote,160000.0,210000.0,185000.0,Employer
Palo Alto Networks,4.1,Information Technology,Enterprise Software & Network Solutions,2005.0,$1 to $5 billion (USD),Principal Software Engineer in Test (AI/ML Strata Cloud Service),"Santa Clara, CA",144000.0,233000.0,188700.0,Employer
Pharmavite LLC,4.4,Manufacturing,Consumer Product Manufacturing,1971.0,$1 to $5 billion (USD),"Manager, Data Science","West Hills, CA",161000.0,241000.0,200900.0,Employer
TE Connectivity,3.7,Manufacturing,Electronics Manufacturing,2007.0,$10+ billion (USD),Senior Commercial Counsel - Data & Devices Business Unit (Remote),"Middletown, PA",192000.0,241000.0,216540.0,Employer
Jiffy.AI,3.7,Information Technology,Enterprise Software & Network Solutions,2019.0,Unknown / Non-Applicable,Principal Software Engineer (AI),"San Francisco, CA",177000.0,242000.0,206691.0,Glassdoor
Sarepta Therapeutics,4.5,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,1997.0,$500 million to $1 billion (USD),"Associate Director, Statistical Programmer","Cambridge, MA",164000.0,205000.0,184500.0,Employer
Gilead Sciences,3.9,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,1987.0,$10+ billion (USD),"Sr. Manager, Statistical Programming - Oncology","Foster City, CA",166000.0,214000.0,189930.0,Employer
Apple,4.2,Information Technology,Computer Hardware Development,1976.0,$10+ billion (USD),Large Machine Learning System Optimization Engineer,"Seattle, WA",132000.0,243000.0,187400.0,Employer
adMarketplace,2.4,Media & Communication,Advertising & Public Relations,2000.0,Unknown / Non-Applicable,Senior Front End Engineer - Consumer Tech and Gen AI,"New York, NY",170000.0,220000.0,195000.0,Employer
Upstart,3.8,,,,,"Manager, Machine Learning",United States,175000.0,242000.0,208450.0,Employer
"SRC, Inc",3.8,Aerospace & Defense,Aerospace & Defense,1957.0,Unknown / Non-Applicable,"Machine Learning Engineer (Senior, Principal)","Syracuse, NY",165000.0,207000.0,186000.0,Employer
Rippling,3.4,Information Technology,Computer Hardware Development,2016.0,$100 to $500 million (USD),Staff Machine Learning Engineer,"New York, NY",159000.0,278000.0,218625.0,Employer
NVIDIA,4.6,Information Technology,Computer Hardware Development,1993.0,$5 to $10 billion (USD),"Senior Software Engineer, AI Infrastructure and Tools","Santa Clara, CA",216000.0,334000.0,274750.0,Employer
